variable,source,line,time,iter,latency,data_source,cpu,node,index,map3D,xidx,yidx,zidx
m_xd,LULESH_OMP.cc,2166,420358,193,30,1,24,0,27056,0,0,0,0
m_volo,LULESH_OMP.cc,2193,420358,193,21,3,11,1,12177,1,17,28,11
m_zd,LULESH_OMP.cc,2190,420358,193,49,4,13,1,16166,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2353,420375,193,21,103,24,0,25926,1,6,10,25
m_delv_zeta,LULESH_OMP.cc,2347,420398,193,52,104,21,1,21494,1,22,31,20
m_vnew,LULESH_OMP.cc,2802,420413,194,22,103,18,0,19214,1,14,24,18
m_x,LULESH_OMP.cc,961,420551,194,74,103,0,0,1766,0,0,0,0
m_z,LULESH_OMP.cc,963,420555,194,54,4,25,1,29102,0,0,0,0
m_x,LULESH_OMP.cc,961,420556,194,56,103,22,0,25950,0,0,0,0
m_x,LULESH_OMP.cc,961,420557,194,48,100,13,1,14950,0,0,0,0
m_z,LULESH_OMP.cc,1050,420623,194,22,1,17,1,19316,0,0,0,0
m_y,LULESH_OMP.cc,2036,420831,194,22,102,25,1,27483,0,0,0,0
m_x,LULESH_OMP.cc,2035,420833,194,21,101,4,0,5712,0,0,0,0
m_x,LULESH_OMP.cc,2035,420836,194,21,3,14,0,16609,0,0,0,0
m_xd,LULESH_OMP.cc,2056,420847,194,21,103,7,1,9176,0,0,0,0
m_xd,LULESH_OMP.cc,2169,420902,194,22,1,4,0,4459,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,420912,194,27,3,10,0,10679,1,23,13,10
m_x,LULESH_OMP.cc,2139,420922,194,21,103,16,0,18305,0,0,0,0
m_delx_eta,LULESH_OMP.cc,2380,420945,194,30,3,6,0,6626,1,2,15,6
m_lxip,LULESH_OMP.cc,2294,420948,194,334,0,31,1,32428,1,12,21,31
m_delv_zeta,LULESH_OMP.cc,2353,420957,194,21,1,28,0,30580,1,20,27,29
m_x,LULESH_OMP.cc,961,421106,195,90,128,23,1,25598,0,0,0,0
m_z,LULESH_OMP.cc,963,421112,195,72,100,30,0,33342,0,0,0,0
m_x,LULESH_OMP.cc,961,421112,195,53,0,31,1,35526,0,0,0,0
m_x,LULESH_OMP.cc,1032,421178,195,22,1,31,1,34122,0,0,0,0
m_xd,LULESH_OMP.cc,2056,421377,195,215,100,18,0,20742,0,0,0,0
m_z,LULESH_OMP.cc,2037,421385,195,22,1,26,0,28438,0,0,0,0
m_z,LULESH_OMP.cc,2037,421391,195,28,103,0,0,188,0,0,0,0
m_zd,LULESH_OMP.cc,2058,421394,195,21,101,2,0,3536,0,0,0,0
m_xd,LULESH_OMP.cc,2056,421408,195,283,1,24,0,26590,0,0,0,0
m_x,LULESH_OMP.cc,2035,421418,195,21,3,22,0,25627,0,0,0,0
m_xd,LULESH_OMP.cc,2056,421425,195,37,4,9,1,10502,0,0,0,0
m_x,LULESH_OMP.cc,2035,421433,195,23,1,25,1,28024,0,0,0,0
m_yd,LULESH_OMP.cc,2057,421439,195,21,3,17,1,20413,0,0,0,0
m_x,LULESH_OMP.cc,2035,421441,195,21,1,10,0,11803,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,421477,195,31,103,21,1,22051,1,3,17,21
m_delv_zeta,LULESH_OMP.cc,2353,421498,195,21,103,5,1,6346,1,10,6,6
m_delv_zeta,LULESH_OMP.cc,2353,421499,195,21,3,2,0,3322,1,26,7,3
m_vnew,LULESH_OMP.cc,2387,421508,195,29,103,22,0,22993,1,17,14,22
m_delv_zeta,LULESH_OMP.cc,2353,421511,195,21,101,5,1,6749,1,29,18,6
m_elemBC,LULESH_OMP.cc,2281,421521,195,23,3,27,1,28542,1,30,27,27
m_delv_zeta,LULESH_OMP.cc,2347,421522,195,21,3,9,1,9046,1,22,26,8
m_delv,LULESH_OMP.cc,2687,421548,195,365,23,16,0,16384,1,0,0,16
m_x,LULESH_OMP.cc,961,421659,196,52,4,20,0,22038,0,0,0,0
m_z,LULESH_OMP.cc,963,421667,196,21,3,23,1,25470,0,0,0,0
m_x,LULESH_OMP.cc,961,421684,196,21,2,11,1,12670,0,0,0,0
m_elemMass,LULESH_OMP.cc,1447,421772,196,30,101,1,1,1095,1,7,2,1
m_x,LULESH_OMP.cc,2035,421951,196,23,101,15,1,17521,0,0,0,0
m_xd,LULESH_OMP.cc,2056,421956,196,47,100,17,1,18702,0,0,0,0
m_zd,LULESH_OMP.cc,2058,421970,196,21,101,29,1,31932,0,0,0,0
m_xd,LULESH_OMP.cc,2056,421970,196,21,103,15,1,17757,0,0,0,0
m_z,LULESH_OMP.cc,2037,421971,196,21,1,10,0,11253,0,0,0,0
m_x,LULESH_OMP.cc,2035,421974,196,281,100,22,0,24430,0,0,0,0
m_xd,LULESH_OMP.cc,2056,421975,196,21,103,15,1,17820,0,0,0,0
m_volo,LULESH_OMP.cc,2042,422002,196,21,103,3,1,3885,1,13,25,3
m_z,LULESH_OMP.cc,2037,422014,196,460,0,11,1,13982,0,0,0,0
m_zd,LULESH_OMP.cc,2058,422018,196,21,103,11,1,14048,0,0,0,0
m_y,LULESH_OMP.cc,2148,422036,196,21,103,24,0,26342,0,0,0,0
m_elemBC,LULESH_OMP.cc,2281,422063,196,21,103,8,0,8297,1,9,3,8
m_delv_zeta,LULESH_OMP.cc,2381,422065,196,21,103,15,1,15493,1,5,4,15
m_delv_zeta,LULESH_OMP.cc,2347,422075,196,21,3,6,0,5587,1,19,14,5
m_delv_zeta,LULESH_OMP.cc,2344,422076,196,21,2,17,1,17821,1,29,12,17
m_delv_zeta,LULESH_OMP.cc,2347,422079,196,21,103,26,0,26173,1,29,17,25
m_matElemlist,LULESH_OMP.cc,2280,422080,196,333,103,1,1,1596,1,28,17,1
m_volo,LULESH_OMP.cc,2387,422081,196,21,103,2,0,2685,1,29,19,2
m_vdov,LULESH_OMP.cc,2374,422082,196,21,103,15,1,15921,1,17,17,15
m_z,LULESH_OMP.cc,963,422237,197,47,100,7,1,9246,0,0,0,0
m_z,LULESH_OMP.cc,963,422260,197,31,101,5,1,7528,0,0,0,0
m_nodeElemCornerList,LULESH_OMP.cc,1000,422272,197,23,103,21,1,175468,1,13,13,21
m_yd,LULESH_OMP.cc,1474,422383,197,181,103,18,0,21574,0,0,0,0
m_x,LULESH_OMP.cc,2035,422511,197,227,3,26,0,29454,0,0,0,0
m_xd,LULESH_OMP.cc,2056,422512,197,35,103,8,0,8758,0,0,0,0
m_xd,LULESH_OMP.cc,2056,422513,197,232,0,9,1,10958,0,0,0,0
m_yd,LULESH_OMP.cc,2057,422520,197,21,3,26,0,29524,0,0,0,0
m_z,LULESH_OMP.cc,2037,422524,197,21,103,3,1,3458,0,0,0,0
m_x,LULESH_OMP.cc,2035,422542,197,21,103,23,1,25454,0,0,0,0
m_x,LULESH_OMP.cc,2035,422549,197,21,101,5,1,5951,0,0,0,0
m_zd,LULESH_OMP.cc,2058,422550,197,21,101,20,0,23424,0,0,0,0
m_xd,LULESH_OMP.cc,2056,422575,197,28,103,1,1,1963,0,0,0,0
m_xd,LULESH_OMP.cc,2056,422577,197,21,3,0,0,1916,0,0,0,0
m_vdov,LULESH_OMP.cc,2374,422647,197,21,3,31,1,32436,1,20,21,31
m_letam,LULESH_OMP.cc,2318,422656,197,23,3,7,1,8118,1,22,29,7
m_delv_zeta,LULESH_OMP.cc,2353,422659,197,21,3,1,1,3006,1,30,29,2
m_x,LULESH_OMP.cc,961,422784,198,40,1,21,1,22966,0,0,0,0
m_x,LULESH_OMP.cc,961,422824,198,42,0,12,0,15054,0,0,0,0
m_nodeElemCornerList,LULESH_OMP.cc,1000,422836,198,78,128,28,0,234492,1,31,19,28
m_v,LULESH_OMP.cc,1621,422879,198,29,101,15,1,15828,1,20,14,15
m_y,LULESH_OMP.cc,2036,423090,198,21,3,9,1,11126,0,0,0,0
m_xd,LULESH_OMP.cc,2056,423090,198,21,1,6,0,7870,0,0,0,0
m_x,LULESH_OMP.cc,2035,423093,198,21,103,28,0,30771,0,0,0,0
m_x,LULESH_OMP.cc,2035,423100,198,242,0,30,0,34182,0,0,0,0
m_xd,LULESH_OMP.cc,2056,423106,198,21,3,10,0,12445,0,0,0,0
m_xd,LULESH_OMP.cc,2056,423115,198,21,3,7,1,9283,0,0,0,0
m_xd,LULESH_OMP.cc,2056,423119,198,21,103,3,1,5004,0,0,0,0
m_x,LULESH_OMP.cc,2035,423129,198,31,2,8,0,10589,0,0,0,0
m_z,LULESH_OMP.cc,2037,423130,198,21,103,23,1,26945,0,0,0,0
m_volo,LULESH_OMP.cc,2042,423140,198,21,1,2,0,2996,1,20,29,2
m_matElemlist,LULESH_OMP.cc,2280,423196,198,22,101,15,1,15612,1,28,7,15
m_elemMass,LULESH_OMP.cc,2387,423200,198,21,103,10,0,10581,1,21,10,10
m_vdov,LULESH_OMP.cc,2374,423202,198,21,103,25,1,26014,1,30,12,25
m_delv_zeta,LULESH_OMP.cc,2353,423205,198,21,103,5,1,6685,1,29,16,6
m_v,LULESH_OMP.cc,2824,423241,198,35,0,22,0,23022,1,14,15,22
m_ss,LULESH_OMP.cc,2910,423341,199,266,131,4,0,5118,1,30,31,4
m_vdov,LULESH_OMP.cc,2985,423342,199,21,3,5,1,5121,1,1,0,5
m_x,LULESH_OMP.cc,961,423369,199,42,0,28,0,31934,0,0,0,0
m_x,LULESH_OMP.cc,961,423373,199,24,1,7,1,8069,0,0,0,0
m_x,LULESH_OMP.cc,961,423386,199,21,2,11,1,12670,0,0,0,0
m_z,LULESH_OMP.cc,1054,423449,199,136,103,18,0,21042,0,0,0,0
m_x,LULESH_OMP.cc,2035,423653,199,365,100,23,1,25062,0,0,0,0
m_x,LULESH_OMP.cc,2035,423656,199,21,1,11,1,13137,0,0,0,0
m_xd,LULESH_OMP.cc,2056,423666,199,259,3,10,0,11110,0,0,0,0
m_x,LULESH_OMP.cc,2035,423673,199,21,101,24,0,26418,0,0,0,0
m_xd,LULESH_OMP.cc,2056,423679,199,21,103,26,0,28677,0,0,0,0
m_x,LULESH_OMP.cc,2035,423679,199,407,3,17,1,18926,0,0,0,0
m_zd,LULESH_OMP.cc,2058,423686,199,21,3,4,0,4856,0,0,0,0
m_xd,LULESH_OMP.cc,2056,423694,199,21,3,2,0,3884,0,0,0,0
m_xd,LULESH_OMP.cc,2056,423699,199,21,103,5,1,7209,0,0,0,0
m_x,LULESH_OMP.cc,2035,423718,199,21,1,30,0,33589,0,0,0,0
m_xd,LULESH_OMP.cc,2170,423749,199,21,1,7,1,9121,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,423764,199,26,101,11,1,12180,1,20,28,11
m_delv_zeta,LULESH_OMP.cc,2347,423769,199,21,3,9,1,8209,1,17,0,8
m_delv_zeta,LULESH_OMP.cc,2353,423795,199,21,103,9,1,10997,1,21,23,10
m_x,LULESH_OMP.cc,961,423938,200,24,102,9,1,10110,0,0,0,0
m_fy,LULESH_OMP.cc,1703,424144,200,259,23,15,1,17918,0,0,0,0
m_z,LULESH_OMP.cc,1764,424215,200,25,103,20,0,22966,0,0,0,0
m_x,LULESH_OMP.cc,2035,424217,200,21,3,8,0,8715,0,0,0,0
m_zd,LULESH_OMP.cc,2058,424221,200,21,103,27,1,30531,0,0,0,0
m_z,LULESH_OMP.cc,2037,424223,200,21,3,4,0,5500,0,0,0,0
m_x,LULESH_OMP.cc,2035,424225,200,21,101,23,1,25135,0,0,0,0
m_x,LULESH_OMP.cc,2035,424225,200,21,103,28,0,30597,0,0,0,0
m_x,LULESH_OMP.cc,2035,424227,200,21,3,6,0,6654,0,0,0,0
m_xd,LULESH_OMP.cc,2056,424234,200,21,3,23,1,26351,0,0,0,0
m_x,LULESH_OMP.cc,2035,424268,200,21,2,21,1,23552,0,0,0,0
m_x,LULESH_OMP.cc,2035,424269,200,21,3,4,0,5049,0,0,0,0
m_x,LULESH_OMP.cc,2035,424272,200,21,3,3,1,5153,0,0,0,0
m_zd,LULESH_OMP.cc,2058,424282,200,28,101,22,0,25922,0,0,0,0
m_x,LULESH_OMP.cc,2035,424291,200,21,103,29,1,33661,0,0,0,0
m_elemBC,LULESH_OMP.cc,2281,424350,200,21,3,8,0,8700,1,28,15,8
m_vdov,LULESH_OMP.cc,2374,424350,200,21,101,31,1,32339,1,19,18,31
m_elemBC,LULESH_OMP.cc,2281,424365,200,48,0,22,0,23484,1,28,29,22
m_x,LULESH_OMP.cc,961,424525,201,41,0,8,0,9454,0,0,0,0
m_x,LULESH_OMP.cc,1034,424597,201,23,1,1,1,1920,0,0,0,0
m_xd,LULESH_OMP.cc,1461,424647,201,37,100,21,1,23550,0,0,0,0
m_xd,LULESH_OMP.cc,2056,424790,201,22,3,2,0,3420,0,0,0,0
m_x,LULESH_OMP.cc,2035,424791,201,22,103,11,1,13189,0,0,0,0
m_x,LULESH_OMP.cc,2035,424795,201,21,103,15,1,17634,0,0,0,0
m_volo,LULESH_OMP.cc,2042,424799,201,21,103,0,0,196,1,4,6,0
m_xd,LULESH_OMP.cc,2056,424808,201,21,3,10,0,12331,0,0,0,0
m_x,LULESH_OMP.cc,2035,424815,201,247,0,28,0,32062,0,0,0,0
m_xd,LULESH_OMP.cc,2056,424829,201,21,103,3,1,3981,0,0,0,0
m_x,LULESH_OMP.cc,2035,424835,201,21,1,9,1,10494,0,0,0,0
m_x,LULESH_OMP.cc,2035,424838,201,21,3,8,0,10546,0,0,0,0
m_xd,LULESH_OMP.cc,2056,424839,201,21,103,7,1,9498,0,0,0,0
m_z,LULESH_OMP.cc,2037,424842,201,21,103,23,1,26971,0,0,0,0
m_xd,LULESH_OMP.cc,2170,424889,201,27,1,25,1,29098,0,0,0,0
m_vnew,LULESH_OMP.cc,2387,424901,201,21,103,19,1,19567,1,15,3,19
m_delv_zeta,LULESH_OMP.cc,2353,424903,201,21,1,16,0,17564,1,28,4,17
m_vdov,LULESH_OMP.cc,2374,424905,201,21,3,1,1,1260,1,12,7,1
m_elemMass,LULESH_OMP.cc,2387,424908,201,128,3,31,1,32099,1,3,11,31
m_delv_zeta,LULESH_OMP.cc,2347,424910,201,21,103,16,0,15772,1,28,12,15
m_delv_zeta,LULESH_OMP.cc,2353,424921,201,21,3,4,0,5824,1,0,22,5
m_z,LULESH_OMP.cc,963,425058,202,23,101,21,1,22972,0,0,0,0
m_x,LULESH_OMP.cc,961,425062,202,21,103,27,1,29583,0,0,0,0
m_y,LULESH_OMP.cc,1043,425146,202,53,101,12,0,13334,0,0,0,0
m_xd,LULESH_OMP.cc,1461,425203,202,45,4,29,1,32166,0,0,0,0
m_x,LULESH_OMP.cc,2035,425347,202,262,0,28,0,30534,0,0,0,0
m_xd,LULESH_OMP.cc,2056,425364,202,35,100,13,1,14422,0,0,0,0
m_x,LULESH_OMP.cc,2035,425366,202,21,103,17,1,18787,0,0,0,0
m_xd,LULESH_OMP.cc,2056,425369,202,21,103,25,1,27544,0,0,0,0
m_x,LULESH_OMP.cc,2035,425373,202,37,101,23,1,25454,0,0,0,0
m_x,LULESH_OMP.cc,2035,425374,202,46,100,31,1,34158,0,0,0,0
m_x,LULESH_OMP.cc,2035,425377,202,258,100,9,1,10238,0,0,0,0
m_zd,LULESH_OMP.cc,2058,425378,202,21,1,22,0,25496,0,0,0,0
m_x,LULESH_OMP.cc,2035,425380,202,55,101,21,1,24462,0,0,0,0
m_z,LULESH_OMP.cc,2037,425401,202,21,103,22,0,25822,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,425455,202,21,3,10,0,11000,1,24,23,10
m_delv_zeta,LULESH_OMP.cc,2347,425463,202,21,3,1,1,12,1,12,0,0
m_matElemlist,LULESH_OMP.cc,2280,425466,202,42,100,2,0,2124,1,12,2,2
m_delv_zeta,LULESH_OMP.cc,2347,425468,202,49,104,19,1,18604,1,12,5,18
m_delv_zeta,LULESH_OMP.cc,2347,425486,202,21,3,22,0,22131,1,19,19,21
m_x,LULESH_OMP.cc,961,425621,203,39,104,6,0,6550,0,0,0,0
m_x,LULESH_OMP.cc,961,425629,203,54,100,4,0,5630,0,0,0,0
m_x,LULESH_OMP.cc,961,425638,203,48,104,5,1,5838,0,0,0,0
m_x,LULESH_OMP.cc,1034,425727,203,44,104,16,0,18286,0,0,0,0
m_fx,LULESH_OMP.cc,1575,425818,203,21,101,21,1,24334,0,0,0,0
m_zd,LULESH_OMP.cc,2058,425922,203,22,103,28,0,31690,0,0,0,0
m_x,LULESH_OMP.cc,2035,425942,203,21,3,7,1,9141,0,0,0,0
m_xd,LULESH_OMP.cc,2056,425943,203,21,103,8,0,10216,0,0,0,0
m_xd,LULESH_OMP.cc,2056,425952,203,39,4,14,0,15782,0,0,0,0
m_x,LULESH_OMP.cc,2035,425957,203,54,4,3,1,4993,0,0,0,0
m_x,LULESH_OMP.cc,2035,425963,203,21,103,18,0,20288,0,0,0,0
m_xd,LULESH_OMP.cc,2056,425967,203,21,3,15,1,18167,0,0,0,0
m_z,LULESH_OMP.cc,2037,425977,203,22,1,22,0,25982,0,0,0,0
m_xd,LULESH_OMP.cc,2056,425981,203,21,103,25,1,28159,0,0,0,0
m_z,LULESH_OMP.cc,2037,425986,203,21,103,6,0,7548,0,0,0,0
m_xd,LULESH_OMP.cc,2056,425989,203,35,0,27,1,30478,0,0,0,0
m_z,LULESH_OMP.cc,2159,426001,203,43,101,17,1,18582,0,0,0,0
m_y,LULESH_OMP.cc,2150,426013,203,51,4,7,1,8190,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2353,426036,203,22,1,17,1,18616,1,24,5,18
m_e,LULESH_OMP.cc,2681,426085,203,37,100,25,1,25782,1,22,5,25
m_p,LULESH_OMP.cc,2693,426089,203,203,103,6,0,6694,1,6,17,6
m_p,LULESH_OMP.cc,698,426180,204,44,4,20,0,20750,1,14,8,20
m_x,LULESH_OMP.cc,961,426225,204,42,100,22,0,26046,0,0,0,0
m_xd,LULESH_OMP.cc,1465,426313,204,41,0,31,1,35086,0,0,0,0
m_ss,LULESH_OMP.cc,1446,426333,204,55,101,14,0,14822,1,6,15,14
m_xd,LULESH_OMP.cc,2056,426484,204,21,101,29,1,32708,0,0,0,0
m_xd,LULESH_OMP.cc,2056,426485,204,21,3,5,1,6608,0,0,0,0
m_yd,LULESH_OMP.cc,2057,426490,204,21,103,22,0,24080,0,0,0,0
m_xd,LULESH_OMP.cc,2056,426505,204,231,100,13,1,15614,0,0,0,0
m_yd,LULESH_OMP.cc,2057,426518,204,37,103,13,1,14670,0,0,0,0
m_x,LULESH_OMP.cc,2035,426525,204,21,3,4,0,5004,0,0,0,0
m_x,LULESH_OMP.cc,2035,426528,204,21,3,11,1,12602,0,0,0,0
m_x,LULESH_OMP.cc,2035,426529,204,21,103,11,1,12613,0,0,0,0
m_volo,LULESH_OMP.cc,2042,426555,204,21,103,9,1,10171,1,27,29,9
m_xd,LULESH_OMP.cc,2170,426593,204,28,103,15,1,18371,0,0,0,0
m_elemBC,LULESH_OMP.cc,2281,426596,204,362,0,9,1,9228,1,12,0,9
m_elemBC,LULESH_OMP.cc,2281,426598,204,21,1,28,0,28725,1,21,1,28
m_delv_zeta,LULESH_OMP.cc,2347,426599,204,21,103,6,0,5222,1,6,3,5
m_delv_zeta,LULESH_OMP.cc,2344,426608,204,21,3,31,1,32194,1,2,14,31
m_vdov,LULESH_OMP.cc,2374,426620,204,21,103,15,1,16043,1,11,21,15
m_delv_zeta,LULESH_OMP.cc,2353,426623,204,42,4,30,0,32470,1,22,22,31
m_delv_zeta,LULESH_OMP.cc,2353,426627,204,21,3,19,1,21424,1,16,29,20
m_x,LULESH_OMP.cc,961,426796,205,37,0,9,1,11798,0,0,0,0
m_x,LULESH_OMP.cc,961,426798,205,21,101,14,0,17322,0,0,0,0
m_nodeElemCount,LULESH_OMP.cc,994,426807,205,30,25,13,1,14846,0,0,0,0
m_z,LULESH_OMP.cc,1056,426836,205,54,103,5,1,6568,0,0,0,0
m_y,LULESH_OMP.cc,1041,426843,205,23,129,9,1,9973,0,0,0,0
m_volo,LULESH_OMP.cc,1621,426861,205,21,103,28,0,29550,1,14,27,28
m_yd,LULESH_OMP.cc,1471,426889,205,21,101,7,1,8011,0,0,0,0
m_x,LULESH_OMP.cc,2035,427045,205,54,1,5,1,5518,0,0,0,0
m_x,LULESH_OMP.cc,2035,427052,205,21,3,27,1,29539,0,0,0,0
m_x,LULESH_OMP.cc,2035,427054,205,21,3,17,1,18653,0,0,0,0
m_yd,LULESH_OMP.cc,2057,427076,205,21,101,31,1,35332,0,0,0,0
m_xd,LULESH_OMP.cc,2056,427087,205,21,101,17,1,20175,0,0,0,0
m_zd,LULESH_OMP.cc,2058,427101,205,24,2,15,1,18266,0,0,0,0
m_x,LULESH_OMP.cc,2035,427105,205,21,3,25,1,29202,0,0,0,0
m_xd,LULESH_OMP.cc,2056,427115,205,22,3,6,0,8584,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2347,427162,205,21,103,10,0,9368,1,24,4,9
m_delv_zeta,LULESH_OMP.cc,2353,427175,205,22,103,27,1,29210,1,26,16,28
m_delv_zeta,LULESH_OMP.cc,2353,427175,205,22,3,10,0,11822,1,14,17,11
m_delx_eta,LULESH_OMP.cc,2380,427187,205,21,103,7,1,8005,1,5,26,7
m_x,LULESH_OMP.cc,961,427332,206,44,101,30,0,34022,0,0,0,0
m_x,LULESH_OMP.cc,961,427336,206,51,100,4,0,5782,0,0,0,0
m_x,LULESH_OMP.cc,961,427366,206,46,0,20,0,23902,0,0,0,0
m_v,LULESH_OMP.cc,1621,427418,206,35,101,18,0,18802,1,18,11,18
m_nodelist,LULESH_OMP.cc,1454,427478,206,48,0,5,1,45980,1,19,19,5
m_xd,LULESH_OMP.cc,2056,427628,206,21,103,13,1,14351,0,0,0,0
m_y,LULESH_OMP.cc,2036,427635,206,21,1,15,1,17675,0,0,0,0
m_v,LULESH_OMP.cc,2044,427637,206,29,103,4,0,4401,1,17,9,4
m_zd,LULESH_OMP.cc,2058,427643,206,22,102,15,1,16728,0,0,0,0
m_x,LULESH_OMP.cc,2035,427650,206,21,3,7,1,8093,0,0,0,0
m_xd,LULESH_OMP.cc,2056,427673,206,49,0,22,0,24790,0,0,0,0
m_z,LULESH_OMP.cc,2037,427675,206,21,3,8,0,10611,0,0,0,0
m_v,LULESH_OMP.cc,2044,427681,206,21,103,25,1,26489,1,25,27,25
m_xd,LULESH_OMP.cc,2056,427683,206,22,101,22,0,25987,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,427700,206,22,1,8,0,8199,1,7,0,8
m_vdov,LULESH_OMP.cc,2374,427730,206,21,3,1,1,1070,1,14,1,1
m_delv_zeta,LULESH_OMP.cc,2353,427731,206,21,3,14,0,15420,1,28,1,15
m_delv_zeta,LULESH_OMP.cc,2347,427735,206,21,103,28,0,27821,1,13,5,27
m_delv_eta,LULESH_OMP.cc,2324,427755,206,46,103,19,1,20318,1,30,26,19
m_matElemlist,LULESH_OMP.cc,2908,427865,207,37,25,3,1,3072,1,0,0,3
m_x,LULESH_OMP.cc,961,427928,207,104,0,28,0,32614,0,0,0,0
m_x,LULESH_OMP.cc,961,427930,207,192,3,22,0,26086,0,0,0,0
m_xd,LULESH_OMP.cc,2056,428185,207,38,0,8,0,8871,0,0,0,0
m_x,LULESH_OMP.cc,2035,428187,207,236,1,17,1,19774,0,0,0,0
m_xd,LULESH_OMP.cc,2056,428189,207,52,1,19,1,20910,0,0,0,0
m_xd,LULESH_OMP.cc,2056,428191,207,233,3,8,0,10033,0,0,0,0
m_x,LULESH_OMP.cc,2035,428192,207,22,1,0,0,1341,0,0,0,0
m_xd,LULESH_OMP.cc,2056,428201,207,21,3,23,1,26490,0,0,0,0
m_xd,LULESH_OMP.cc,2056,428209,207,21,3,0,0,1518,0,0,0,0
m_xd,LULESH_OMP.cc,2056,428228,207,22,3,1,1,2914,0,0,0,0
m_x,LULESH_OMP.cc,2035,428244,207,21,101,10,0,11772,0,0,0,0
m_zd,LULESH_OMP.cc,2190,428264,207,45,4,12,0,14310,0,0,0,0
m_xd,LULESH_OMP.cc,2170,428285,207,21,1,23,1,27064,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2353,428292,207,21,3,3,1,4192,1,0,3,4
m_delx_eta,LULESH_OMP.cc,2380,428321,207,21,1,26,0,27506,1,18,27,26
m_ql,LULESH_OMP.cc,2734,428358,207,31,3,31,1,31745,1,1,0,31
m_x,LULESH_OMP.cc,961,428453,208,40,100,30,0,32790,0,0,0,0
m_x,LULESH_OMP.cc,961,428473,208,22,101,22,0,25597,0,0,0,0
m_x,LULESH_OMP.cc,961,428482,208,52,100,31,1,35598,0,0,0,0
m_x,LULESH_OMP.cc,961,428487,208,54,3,24,0,28150,0,0,0,0
m_nodeElemCornerList,LULESH_OMP.cc,1000,428514,208,21,1,20,0,172888,1,11,3,21
m_z,LULESH_OMP.cc,1051,428537,208,46,101,31,1,33782,0,0,0,0
m_xd,LULESH_OMP.cc,2056,428744,208,265,3,18,0,19614,0,0,0,0
m_xd,LULESH_OMP.cc,2056,428755,208,21,2,2,0,2392,0,0,0,0
m_x,LULESH_OMP.cc,2035,428772,208,374,0,9,1,10206,0,0,0,0
m_zd,LULESH_OMP.cc,2058,428779,208,23,1,22,0,25530,0,0,0,0
m_xd,LULESH_OMP.cc,2056,428795,208,21,3,8,0,10527,0,0,0,0
m_yd,LULESH_OMP.cc,2175,428854,208,21,1,17,1,19446,0,0,0,0
m_delv_zeta,LULESH_OMP.cc,2347,428858,208,29,3,22,0,21514,1,10,0,21
m_elemBC,LULESH_OMP.cc,2281,428862,208,22,101,8,0,8318,1,30,3,8
m_vdov,LULESH_OMP.cc,2374,428884,208,21,3,31,1,32555,1,11,25,31
m_delv_zeta,LULESH_OMP.cc,2344,428890,208,21,103,20,0,21429,1,21,29,20
m_elemBC,LULESH_OMP.cc,2281,428892,208,21,1,20,0,21486,1,14,31,20
m_x,LULESH_OMP.cc,961,429022,209,48,104,7,1,7782,0,0,0,0
m_x,LULESH_OMP.cc,961,429061,209,44,100,23,1,26118,0,0,0,0
m_xd,LULESH_OMP.cc,2056,429310,209,209,103,13,1,15262,0,0,0,0
m_zd,LULESH_OMP.cc,2058,429320,209,25,3,24,0,27390,0,0,0,0
m_xd,LULESH_OMP.cc,2056,429329,209,21,103,7,1,9009,0,0,0,0
m_xd,LULESH_OMP.cc,2056,429332,209,21,1,30,0,34101,0,0,0,0
m_x,LULESH_OMP.cc,2035,429346,209,25,103,9,1,11392,0,0,0,0
m_xd,LULESH_OMP.cc,2056,429353,209,206,103,4,0,5006,0,0,0,0
m_xd,LULESH_OMP.cc,2056,429363,209,21,103,8,0,10536,0,0,0,0
m_x,LULESH_OMP.cc,2035,429387,209,21,102,28,0,32602,0,0,0,0
m_vnew,LULESH_OMP.cc,2193,429411,209,25,3,2,0,2699,1,11,20,2
m_delv_zeta,LULESH_OMP.cc,2353,429428,209,21,101,23,1,24732,1,28,4,24
m_elemBC,LULESH_OMP.cc,2281,429436,209,35,100,29,1,30060,1,12,11,29
m_delv_eta,LULESH_OMP.cc,2315,429439,209,21,3,9,1,9666,1,2,14,9
m_delv_zeta,LULESH_OMP.cc,2353,429454,209,23,103,29,1,31632,1,16,28,30
m_delv_zeta,LULESH_OMP.cc,2347,429454,209,21,3,25,1,25442,1,2,27,24
m_x,LULESH_OMP.cc,961,429583,210,50,0,18,0,20846,0,0,0,0
m_x,LULESH_OMP.cc,961,429588,210,46,104,18,0,19854,0,0,0,0
m_x,LULESH_OMP.cc,961,429616,210,53,3,18,0,21590,0,0,0,0
m_volo,LULESH_OMP.cc,1621,429668,210,56,4,22,0,22614,1,22,2,22
m_xd,LULESH_OMP.cc,1459,429750,210,21,103,22,0,24854,0,0,0,0
